,hidden_dimension,epoch,train_loss,valid_loss
77,8.0,77.0,2.5390151999890804,3.620127022266388
78,8.0,78.0,2.5500950515270233,3.6322734504938126
79,8.0,79.0,2.52974446490407,3.634592905640602
80,8.0,80.0,2.5285427179187536,3.610831156373024
81,8.0,81.0,2.5095508452504873,3.6301567554473877
82,8.0,82.0,2.503016045317054,3.6530027985572815
83,8.0,83.0,2.4961486849933863,3.7214105278253555
84,8.0,84.0,2.4811604525893927,3.6879041641950607
85,8.0,85.0,2.4931715689599514,3.7139772176742554
86,8.0,86.0,2.484518751502037,3.655589237809181
87,8.0,87.0,2.4732078183442354,3.600175991654396
88,8.0,88.0,2.45760908536613,3.6619401574134827
89,8.0,89.0,2.4581150710582733,3.703715741634369
90,8.0,90.0,2.4410700872540474,3.649502709507942
91,8.0,91.0,2.4241484850645065,3.5876052230596542
92,8.0,92.0,2.433504644781351,3.6370739191770554
93,8.0,93.0,2.42049796320498,3.607645645737648
94,8.0,94.0,2.4106218814849854,3.5786855667829514
95,8.0,95.0,2.3921870943158865,3.5723820626735687
96,8.0,96.0,2.389261730015278,3.6188577711582184
97,8.0,97.0,2.3894806038588285,3.515835925936699
98,8.0,98.0,2.3937720097601414,3.6500865519046783
99,8.0,99.0,2.372653190046549,3.6926988512277603
100,8.0,100.0,2.372982544824481,3.554682195186615
101,8.0,101.0,2.360146041959524,3.688695013523102
102,8.0,102.0,2.361011141911149,3.667772561311722
103,8.0,103.0,2.358690870925784,3.7143491953611374
104,8.0,104.0,2.3441709764301777,3.6110705584287643
105,8.0,105.0,2.350443799048662,3.6264944970607758
106,8.0,106.0,2.354320976883173,3.6259333938360214
107,8.0,107.0,2.3264870159327984,3.6923662275075912
108,8.0,108.0,2.316092459484935,3.630691424012184
109,8.0,109.0,2.315805923193693,3.705561250448227
110,8.0,110.0,2.3177659064531326,3.7534560412168503
111,8.0,111.0,2.30721334554255,3.6874638497829437
112,8.0,112.0,2.3094611559063196,3.6850254982709885
113,8.0,113.0,2.292511183768511,3.7727783769369125
114,8.0,114.0,2.2834940273314714,3.685974359512329
115,8.0,115.0,2.2867130991071463,3.619647905230522
116,8.0,116.0,2.272632546722889,3.73873732984066
117,8.0,117.0,2.260363284498453,3.650737076997757
118,8.0,118.0,2.266014873981476,3.6917627304792404
119,8.0,119.0,2.2617363668978214,3.6628474295139313
120,8.0,120.0,2.255390178412199,3.5914617627859116
121,8.0,121.0,2.2489658929407597,3.6338552832603455
122,8.0,122.0,2.239621140062809,3.5242151468992233
123,8.0,123.0,2.2522331699728966,3.595552012324333
124,8.0,124.0,2.23111948184669,3.5656291991472244
125,8.0,125.0,2.2275562454015017,3.6308421045541763
126,8.0,126.0,2.232103480026126,3.5926332026720047
127,8.0,127.0,2.212429279461503,3.6811499297618866
128,8.0,128.0,2.2081597670912743,3.585570141673088
129,8.0,129.0,2.2078968062996864,3.4910444542765617
130,8.0,130.0,2.204917501658201,3.548341780900955
131,8.0,131.0,2.203961331397295,3.5847813189029694
132,8.0,132.0,2.1980863623321056,3.577839568257332
133,8.0,133.0,2.1899445801973343,3.579591527581215
134,8.0,134.0,2.182031461969018,3.507516711950302
135,8.0,135.0,2.1930302157998085,3.6334880143404007
136,8.0,136.0,2.1751852789893746,3.4610388576984406
137,8.0,137.0,2.1753138676285744,3.5559606850147247
138,8.0,138.0,2.1647764835506678,3.5999543964862823
139,8.0,139.0,2.168838390149176,3.677346482872963
140,8.0,140.0,2.162760943174362,3.565097540616989
141,8.0,141.0,2.1695171939209104,3.543817773461342
142,8.0,142.0,2.1717318473383784,3.4764518439769745
143,8.0,143.0,2.1497696982696652,3.5478138476610184
144,8.0,144.0,2.150823822245002,3.4493435099720955
145,8.0,145.0,2.1474647475406528,3.5164185166358948
146,8.0,146.0,2.142243701033294,3.4551870822906494
147,8.0,147.0,2.1345020020380616,3.4701777324080467
148,8.0,148.0,2.1304342998191714,3.4969086199998856
149,8.0,149.0,2.126281578093767,3.4796548038721085
150,8.0,150.0,2.112406872212887,3.428082525730133
151,8.0,151.0,2.1171871619299054,3.436409629881382
152,8.0,152.0,2.1094134571030736,3.4527699053287506
153,8.0,153.0,2.123573176562786,3.4855514764785767
154,8.0,154.0,2.110202911309898,3.4455143958330154
155,8.0,155.0,2.1022661300376058,3.40914873033762
156,8.0,156.0,2.098309331573546,3.5042920634150505
157,8.0,157.0,2.0939518036320806,3.4676792100071907
158,8.0,158.0,2.10796170681715,3.4237361773848534
159,8.0,159.0,2.087638547644019,3.4145223945379257
160,8.0,160.0,2.081493235193193,3.357996091246605
161,8.0,161.0,2.078667774796486,3.333036594092846
162,8.0,162.0,2.0812283884733915,3.4985858500003815
163,8.0,163.0,2.0860899770632386,3.5170132517814636
164,8.0,164.0,2.0690241372212768,3.4211602434515953
165,8.0,165.0,2.074548387899995,3.4425767585635185
166,8.0,166.0,2.0555348806083202,3.336970515549183
167,8.0,167.0,2.067919702269137,3.4157347306609154
168,8.0,168.0,2.04618414118886,3.4510092362761497
169,8.0,169.0,2.0454453760758042,3.366001643240452
170,8.0,170.0,2.0342797618359327,3.448240391910076
171,8.0,171.0,2.061044312082231,3.382576495409012
172,8.0,172.0,2.0405353093519807,3.415724605321884
173,8.0,173.0,2.04470282420516,3.3553357869386673
174,8.0,174.0,2.0409939531236887,3.3325256407260895
175,8.0,175.0,2.0247377371415496,3.3256969153881073
176,8.0,176.0,2.0328794959932566,3.3754311725497246
177,8.0,177.0,2.0337766390293837,3.45126973092556
178,8.0,178.0,2.020550411194563,3.3793929666280746
179,8.0,179.0,2.0157572887837887,3.3920810148119926
180,8.0,180.0,2.024561205878854,3.4223297089338303
181,8.0,181.0,2.012505470775068,3.3691631704568863
182,8.0,182.0,2.017563092522323,3.3721713945269585
183,8.0,183.0,2.0076094195246696,3.306984543800354
184,8.0,184.0,1.99686115141958,3.425939232110977
185,8.0,185.0,2.0155486846342683,3.284468576312065
186,8.0,186.0,2.007929788902402,3.356954403221607
187,8.0,187.0,2.0017307670786977,3.341858431696892
188,8.0,188.0,1.9957717647776008,3.298608534038067
189,8.0,189.0,1.9953266298398376,3.4049577936530113
190,8.0,190.0,1.9867259403690696,3.350479744374752
191,8.0,191.0,1.9910045135766268,3.294669449329376
192,8.0,192.0,2.0013347938656807,3.3876751512289047
193,8.0,193.0,1.9979555495083332,3.319999076426029
194,8.0,194.0,1.978624534793198,3.348841220140457
195,8.0,195.0,1.9745193310081959,3.3220971450209618
196,8.0,196.0,1.9623403465375304,3.338256284594536
197,8.0,197.0,1.9777720235288143,3.2832992151379585
198,8.0,198.0,1.9723390704020858,3.2612415701150894
199,8.0,199.0,1.9722024304792285,3.3006158024072647
200,8.0,200.0,1.9647503513842821,3.3578936979174614
