,hidden_dimension,epoch,train_loss,valid_loss
0,16.0,0.0,0.045635735996219576,0.03928394578397274
1,16.0,1.0,0.03328618454765909,0.033664706908166406
2,16.0,2.0,0.030000801635335902,0.03219865802675485
3,16.0,3.0,0.025832679407785133,0.02887528743594885
4,16.0,4.0,0.02400610394471762,0.02796689160168171
5,16.0,5.0,0.023323124331631223,0.02760799042880535
6,16.0,6.0,0.02281870050545858,0.02741085598245263
7,16.0,7.0,0.02226322895029978,0.02682180032134056
8,16.0,8.0,0.02167595845019939,0.02676553288474679
9,16.0,9.0,0.021518748899807736,0.027131378930062056
10,16.0,10.0,0.021206570998290365,0.026831851340830326
11,16.0,11.0,0.021136576119734317,0.026707885134965182
12,16.0,12.0,0.021086017696224913,0.026755512598901986
13,16.0,13.0,0.020576998477383535,0.027053526043891905
14,16.0,14.0,0.020552212904606546,0.026903291046619416
15,16.0,15.0,0.020493504857378348,0.026730301789939404
16,16.0,16.0,0.020193823461173748,0.026928403973579408
17,16.0,17.0,0.02006790644432209,0.026877863425761463
18,16.0,18.0,0.020103665125765363,0.026638630870729686
19,16.0,19.0,0.019742995823676487,0.026692321803420783
20,16.0,20.0,0.019615442263988817,0.02718792287632823
21,16.0,21.0,0.019529305968661696,0.026726655848324298
22,16.0,22.0,0.019576916090992033,0.026912118680775164
23,16.0,23.0,0.019226570138517692,0.026826792024075986
24,16.0,24.0,0.019138320501209522,0.026891488675028087
25,16.0,25.0,0.019004248614822115,0.02730439677834511
26,16.0,26.0,0.018925570407692268,0.02693624971434474
27,16.0,27.0,0.018899631116311162,0.026682674791663884
28,16.0,28.0,0.018916108816558003,0.026983194518834352
29,16.0,29.0,0.018647432175217842,0.026863345224410296
30,16.0,30.0,0.018371686757523185,0.02677917331457138
31,16.0,31.0,0.01826973426706937,0.027070654183626176
32,16.0,32.0,0.018175028948759546,0.027266163751482962
33,16.0,33.0,0.018186774846090346,0.027503662277013063
34,16.0,34.0,0.01805599052839133,0.027070921566337346
35,16.0,35.0,0.01809647417038071,0.027435183711349963
36,16.0,36.0,0.017766619386265472,0.027280434872955082
37,16.0,37.0,0.01773372245002158,0.027001706510782243
38,16.0,38.0,0.017549027289663042,0.027101060934364797
39,16.0,39.0,0.017477270310782656,0.027099962905049325
40,16.0,40.0,0.0173667686972387,0.02721221502870321
41,16.0,41.0,0.017335902861490542,0.027361634094268082
42,16.0,42.0,0.017263152864666616,0.027249475102871658
43,16.0,43.0,0.01709949696550564,0.027329677436500787
44,16.0,44.0,0.017101150177115082,0.027595308423042298
45,16.0,45.0,0.01715973734247441,0.027266826201230287
46,16.0,46.0,0.01691354740867201,0.027497245743870736
47,16.0,47.0,0.01670675050011095,0.027865704521536826
48,16.0,48.0,0.016651511610466605,0.02757115298882127
49,16.0,49.0,0.016865772784364467,0.027498628851026295
50,16.0,50.0,0.016559125836558487,0.02750419666990638
