,hidden_dimension,epoch,train_loss,valid_loss
40,32.0,40.0,1.5554029932245612,2.1222468242049217
41,32.0,41.0,1.5507170101627707,2.1902538761496544
42,32.0,42.0,1.5460821939632297,2.108225032687187
43,32.0,43.0,1.5279789976775646,2.0913842618465424
44,32.0,44.0,1.528246664442122,2.12482450902462
45,32.0,45.0,1.5312702096998692,2.0722899734973907
46,32.0,46.0,1.5164936734363437,2.0831258893013
47,32.0,47.0,1.5153367957100272,2.033060170710087
48,32.0,48.0,1.503551922738552,1.9885657355189323
49,32.0,49.0,1.5030931504443288,1.9703010842204094
50,32.0,50.0,1.484058704227209,1.996624156832695
51,32.0,51.0,1.4871253883466125,1.9942762181162834
52,32.0,52.0,1.4783853450790048,1.9348305091261864
53,32.0,53.0,1.47738812956959,1.9504306316375732
54,32.0,54.0,1.4699762361124158,1.9698694944381714
55,32.0,55.0,1.4639676176011562,1.9722794368863106
56,32.0,56.0,1.466866205446422,1.9251863062381744
57,32.0,57.0,1.4613467622548342,1.9603051543235779
58,32.0,58.0,1.4521263614296913,1.9683698564767838
59,32.0,59.0,1.4410544270649552,1.9412142559885979
60,32.0,60.0,1.4380316762253642,1.9389563351869583
61,32.0,61.0,1.4309088066220284,2.0002337396144867
62,32.0,62.0,1.4256722452118993,1.944215089082718
63,32.0,63.0,1.418205444701016,1.9292146191000938
64,32.0,64.0,1.412914945743978,1.9231346920132637
65,32.0,65.0,1.4088243683800101,1.9735622555017471
66,32.0,66.0,1.4014434460550547,1.9127660989761353
67,32.0,67.0,1.395632759667933,1.9997101053595543
68,32.0,68.0,1.393211386166513,1.9297204911708832
69,32.0,69.0,1.38081971462816,1.9415356740355492
70,32.0,70.0,1.3738024709746242,1.8953252285718918
71,32.0,71.0,1.3701444249600172,1.9180370271205902
72,32.0,72.0,1.3604477178305387,1.9442437067627907
73,32.0,73.0,1.3578736670315266,1.9139309525489807
74,32.0,74.0,1.3569408813491464,1.9190954118967056
75,32.0,75.0,1.340738850645721,1.9001712128520012
76,32.0,76.0,1.3410111609846354,1.894383393228054
77,32.0,77.0,1.3296075593680143,1.9362102299928665
78,32.0,78.0,1.3289529364556074,1.9169783294200897
79,32.0,79.0,1.3190101515501738,1.9212025701999664
80,32.0,80.0,1.3154003154486418,1.8821094632148743
81,32.0,81.0,1.3157317973673344,1.8872983828186989
82,32.0,82.0,1.300583355128765,1.8614302948117256
83,32.0,83.0,1.3110228702425957,1.940574936568737
84,32.0,84.0,1.295856785029173,1.918893225491047
85,32.0,85.0,1.297247963026166,1.8988675475120544
86,32.0,86.0,1.2921900264918804,1.9081186950206757
87,32.0,87.0,1.275985891930759,1.9125940948724747
88,32.0,88.0,1.2761412989348173,1.9272766709327698
89,32.0,89.0,1.2680722093209624,1.899756945669651
90,32.0,90.0,1.2690140316262841,1.9062703251838684
91,32.0,91.0,1.2659919885918498,1.8973747938871384
92,32.0,92.0,1.2525304378941655,1.9427727237343788
93,32.0,93.0,1.2507714238017797,1.9057558178901672
94,32.0,94.0,1.2493027579039335,1.9262871593236923
95,32.0,95.0,1.2400721302255988,1.8986211866140366
96,32.0,96.0,1.2290156576782465,1.8944847360253334
97,32.0,97.0,1.2357475543394685,1.915479265153408
98,32.0,98.0,1.2250738115981221,1.9283905997872353
99,32.0,99.0,1.2172939982265234,1.871790073812008
100,32.0,100.0,1.2180086001753807,1.88975028693676
101,32.0,101.0,1.2137202015146613,1.9071886166930199
102,32.0,102.0,1.2112161656841636,1.8930670768022537
103,32.0,103.0,1.2093473095446825,1.9101445898413658
104,32.0,104.0,1.2021154938265681,1.908753365278244
105,32.0,105.0,1.1972612095996737,1.9816886857151985
106,32.0,106.0,1.1993501326069236,1.9529685154557228
107,32.0,107.0,1.190900002606213,1.9220643416047096
108,32.0,108.0,1.1880858493968844,1.932321771979332
109,32.0,109.0,1.1806919146329165,1.9446784034371376
110,32.0,110.0,1.1800567107275128,1.9260015189647675
111,32.0,111.0,1.1704109534621239,1.9395150318741798
112,32.0,112.0,1.1693531200289726,1.8907924219965935
113,32.0,113.0,1.17732226382941,1.9170614033937454
114,32.0,114.0,1.16255072504282,1.9028811678290367
115,32.0,115.0,1.1612245384603739,1.9350173324346542
116,32.0,116.0,1.1709575979039073,1.9037111848592758
117,32.0,117.0,1.1623066123574972,1.9754663705825806
118,32.0,118.0,1.1492057219147682,1.9273969009518623
119,32.0,119.0,1.157347726635635,1.9860760569572449
120,32.0,120.0,1.1500277277082205,1.9633325636386871
121,32.0,121.0,1.1534160636365414,1.9641261473298073
122,32.0,122.0,1.1422304222360253,1.949778400361538
123,32.0,123.0,1.1345047829672694,1.9753578901290894
124,32.0,124.0,1.1303308438509703,1.950079284608364
125,32.0,125.0,1.1329669067636132,1.9331521391868591
126,32.0,126.0,1.1312278686091304,1.9487630277872086
127,32.0,127.0,1.1220060884952545,1.9454228952527046
128,32.0,128.0,1.1217900468036532,1.9667724967002869
129,32.0,129.0,1.1247872319072485,1.9622384831309319
130,32.0,130.0,1.1178921647369862,1.9246818125247955
131,32.0,131.0,1.119429080747068,1.9685032442212105
132,32.0,132.0,1.1195737170055509,1.9670748710632324
133,32.0,133.0,1.1103867813944817,1.968972161412239
134,32.0,134.0,1.1107652466744184,1.991671696305275
135,32.0,135.0,1.1085163126699626,1.962073341012001
136,32.0,136.0,1.1102108797058463,1.9846099019050598
137,32.0,137.0,1.1014637015759945,1.9853285625576973
138,32.0,138.0,1.0979470727033913,1.9754173532128334
139,32.0,139.0,1.0936300894245505,1.9675405994057655
140,32.0,140.0,1.0894323028624058,1.9436049610376358
141,32.0,141.0,1.088631841354072,1.9430783912539482
142,32.0,142.0,1.0916852657683194,1.9530873224139214
143,32.0,143.0,1.0841638706624508,1.9541958793997765
144,32.0,144.0,1.0825820872560143,1.9663717076182365
145,32.0,145.0,1.0858588898554444,1.9889741316437721
146,32.0,146.0,1.0767416995950043,1.9463049098849297
147,32.0,147.0,1.0830658478662372,1.9646530523896217
148,32.0,148.0,1.0854020928964019,1.9749048873782158
149,32.0,149.0,1.0751122739166021,2.0057778880000114
150,32.0,150.0,1.0679755550809205,1.9646031260490417
151,32.0,151.0,1.069561141077429,2.0022839456796646
152,32.0,152.0,1.0684295487590134,1.963760033249855
153,32.0,153.0,1.0688377493061125,1.962868146598339
154,32.0,154.0,1.0711205885745585,1.9696807265281677
155,32.0,155.0,1.068209053017199,1.9676333516836166
156,32.0,156.0,1.0614270074293017,1.9665082693099976
157,32.0,157.0,1.0579806696623564,1.980681225657463
158,32.0,158.0,1.058889786247164,1.9983959719538689
159,32.0,159.0,1.0551924207247794,2.0120996460318565
160,32.0,160.0,1.0482587334699929,1.9805192947387695
161,32.0,161.0,1.046154526527971,1.9990949183702469
162,32.0,162.0,1.0420912532135844,1.9860357716679573
163,32.0,163.0,1.046774584800005,2.002269998192787
164,32.0,164.0,1.0451612574979663,2.005258299410343
165,32.0,165.0,1.0513476147316396,1.9809213653206825
166,32.0,166.0,1.0416649915277958,1.986745685338974
167,32.0,167.0,1.0382263492792845,1.9898093938827515
168,32.0,168.0,1.0458278390578926,2.0069933757185936
169,32.0,169.0,1.0422929977066815,2.0375824868679047
170,32.0,170.0,1.031725853215903,1.9891494363546371
171,32.0,171.0,1.0380440619774163,1.9677437469363213
172,32.0,172.0,1.0329020344652236,1.9828872382640839
173,32.0,173.0,1.0353741338476539,2.0196055248379707
174,32.0,174.0,1.0323585118167102,2.016301669180393
175,32.0,175.0,1.0285692419856787,2.007245548069477
176,32.0,176.0,1.027823504526168,2.0119057446718216
177,32.0,177.0,1.0175782963633537,2.0052232295274734
178,32.0,178.0,1.018424604088068,1.9732196405529976
179,32.0,179.0,1.0225925762206316,2.022017240524292
180,32.0,180.0,1.023241386283189,2.0023289546370506
181,32.0,181.0,1.0177665799856186,1.9706723541021347
182,32.0,182.0,1.020245804451406,1.9976536557078362
183,32.0,183.0,1.016717151273042,1.9905299916863441
184,32.0,184.0,1.0109252599067986,1.9868642762303352
185,32.0,185.0,1.0122112114913762,2.0064484253525734
186,32.0,186.0,1.00990751106292,2.0279259383678436
187,32.0,187.0,1.0074378126300871,2.014856480062008
188,32.0,188.0,1.0068442062474787,1.9866241291165352
189,32.0,189.0,1.0009631412103772,1.9870599061250687
190,32.0,190.0,0.9969431115314364,1.9871211349964142
191,32.0,191.0,1.002067741472274,1.9897011518478394
192,32.0,192.0,1.0058293221518397,2.0041866451501846
193,32.0,193.0,0.9970123018138111,1.990088477730751
194,32.0,194.0,1.0049604079686105,1.9936530590057373
195,32.0,195.0,0.9969926569610834,2.0251531898975372
196,32.0,196.0,0.9954909319058061,1.9783127531409264
197,32.0,197.0,0.9982694000937045,2.039543703198433
198,32.0,198.0,0.9976934804581106,2.0109085366129875
199,32.0,199.0,0.9910032427869737,2.0043701976537704
200,32.0,200.0,0.9905571443960071,2.021421030163765
