,hidden_dimension,epoch,train_loss,valid_loss
89,16.0,89.0,1.7351743085309863,3.228518672287464
90,16.0,90.0,1.7371167344972491,3.129675768315792
91,16.0,91.0,1.7260308749973774,3.0842769369482994
92,16.0,92.0,1.720245643518865,3.0743009746074677
93,16.0,93.0,1.7153307227417827,2.9577864557504654
94,16.0,94.0,1.7092334870249033,3.107665553689003
95,16.0,95.0,1.703388936817646,2.9852992817759514
96,16.0,96.0,1.6982828713953495,3.146411210298538
97,16.0,97.0,1.6907946774736047,3.04728302359581
98,16.0,98.0,1.6812795121222734,3.047409914433956
99,16.0,99.0,1.6812428338453174,3.157672703266144
100,16.0,100.0,1.673590456135571,3.0785155445337296
101,16.0,101.0,1.6676529655233026,2.9723736867308617
102,16.0,102.0,1.6667983820661902,3.0817018896341324
103,16.0,103.0,1.6675371788442135,3.062732584774494
104,16.0,104.0,1.6575887138023973,2.9374831840395927
105,16.0,105.0,1.6433373084291816,2.934790961444378
106,16.0,106.0,1.6477278070524335,2.8441675901412964
107,16.0,107.0,1.6323888404294848,2.9803632646799088
108,16.0,108.0,1.6317787170410156,2.783465154469013
109,16.0,109.0,1.6268218634650111,2.850131578743458
110,16.0,110.0,1.640663460828364,2.659220725297928
111,16.0,111.0,1.6286044074222445,2.7971214801073074
112,16.0,112.0,1.607963690534234,2.6794619411230087
113,16.0,113.0,1.6159950690343976,2.8031434938311577
114,16.0,114.0,1.6020544646307826,2.8393607065081596
115,16.0,115.0,1.6015059482306242,2.7725141271948814
116,16.0,116.0,1.5998268779367208,2.784494638442993
117,16.0,117.0,1.5898589948192239,2.8031634613871574
118,16.0,118.0,1.591335198841989,2.695600353181362
119,16.0,119.0,1.578687034547329,2.694104127585888
120,16.0,120.0,1.5881800735369325,2.5791498497128487
121,16.0,121.0,1.5789098897948861,2.69854349642992
122,16.0,122.0,1.586768751963973,2.6197510361671448
123,16.0,123.0,1.570155330002308,2.542879454791546
124,16.0,124.0,1.5714236479252577,2.5207941606640816
125,16.0,125.0,1.5662728725001216,2.547559790313244
126,16.0,126.0,1.5581534849479795,2.538911372423172
127,16.0,127.0,1.5530234705656767,2.5369827523827553
128,16.0,128.0,1.5497236885130405,2.515839882194996
129,16.0,129.0,1.55016606207937,2.480041243135929
130,16.0,130.0,1.538134372793138,2.5633909329771996
131,16.0,131.0,1.5431405706331134,2.5495793148875237
132,16.0,132.0,1.5421717558056116,2.493553102016449
133,16.0,133.0,1.5210957834497094,2.5443790778517723
134,16.0,134.0,1.5302946073934436,2.5114460214972496
135,16.0,135.0,1.518139909952879,2.4915251061320305
136,16.0,136.0,1.517434574663639,2.5168731957674026
137,16.0,137.0,1.5089393183588982,2.53489276021719
138,16.0,138.0,1.5078672971576452,2.5089816451072693
139,16.0,139.0,1.5095450123772025,2.4648835733532906
140,16.0,140.0,1.507235923781991,2.47296966612339
141,16.0,141.0,1.4996193367987871,2.464973121881485
142,16.0,142.0,1.5018575182184577,2.4843680262565613
143,16.0,143.0,1.5047776633873582,2.4407389387488365
144,16.0,144.0,1.4943340523168445,2.4265252202749252
145,16.0,145.0,1.496821048669517,2.4661835283041
146,16.0,146.0,1.4982062000781298,2.4403038918972015
147,16.0,147.0,1.495844111777842,2.3987311273813248
148,16.0,148.0,1.483567246235907,2.4185645654797554
149,16.0,149.0,1.475967443548143,2.421369694173336
150,16.0,150.0,1.4790717391297221,2.411217473447323
151,16.0,151.0,1.4717174610123038,2.439321056008339
152,16.0,152.0,1.4642200488597155,2.432412326335907
153,16.0,153.0,1.4731842130422592,2.37437941133976
154,16.0,154.0,1.4672326678410172,2.3730173856019974
155,16.0,155.0,1.4528456423431635,2.438538782298565
156,16.0,156.0,1.4626719858497381,2.430686265230179
157,16.0,157.0,1.4514844380319118,2.3973554372787476
158,16.0,158.0,1.4551087617874146,2.410893328487873
159,16.0,159.0,1.4511373713612556,2.4165743589401245
160,16.0,160.0,1.4510547704994678,2.386850491166115
161,16.0,161.0,1.442508790642023,2.3949896842241287
162,16.0,162.0,1.451141913421452,2.337886869907379
163,16.0,163.0,1.442480648867786,2.3612398505210876
164,16.0,164.0,1.4388749962672591,2.38591518253088
165,16.0,165.0,1.4373980248346925,2.413479544222355
166,16.0,166.0,1.4479101365432143,2.397754304111004
167,16.0,167.0,1.440513544715941,2.3564161211252213
168,16.0,168.0,1.4257502788677812,2.3483530953526497
169,16.0,169.0,1.4313584323972464,2.373092956840992
170,16.0,170.0,1.413781656883657,2.379570223391056
171,16.0,171.0,1.413330351933837,2.37008398771286
172,16.0,172.0,1.4121992131695151,2.3654919788241386
173,16.0,173.0,1.40724394377321,2.3984389156103134
174,16.0,174.0,1.4140371270477772,2.350736066699028
175,16.0,175.0,1.4053873186931014,2.3815447986125946
176,16.0,176.0,1.4026032909750938,2.3850507214665413
177,16.0,177.0,1.403600730933249,2.3795661628246307
178,16.0,178.0,1.4078828655183315,2.343607746064663
179,16.0,179.0,1.399936405941844,2.3642280101776123
180,16.0,180.0,1.4020258178934455,2.3702913373708725
181,16.0,181.0,1.3960323687642813,2.3725603595376015
182,16.0,182.0,1.3952885149046779,2.3495349511504173
183,16.0,183.0,1.3855416411533952,2.3544195741415024
184,16.0,184.0,1.3899656906723976,2.3457084745168686
185,16.0,185.0,1.3893904900178313,2.331601046025753
186,16.0,186.0,1.39647507481277,2.3359620198607445
187,16.0,187.0,1.3873016778379679,2.337102547287941
188,16.0,188.0,1.3883554488420486,2.343441314995289
189,16.0,189.0,1.3910519499331713,2.3375603929162025
190,16.0,190.0,1.372558987699449,2.3397132232785225
191,16.0,191.0,1.3712998013943434,2.354127325117588
192,16.0,192.0,1.3687091944739223,2.3544314578175545
193,16.0,193.0,1.3734160838648677,2.354813188314438
194,16.0,194.0,1.3714942876249552,2.323162078857422
195,16.0,195.0,1.3672226509079337,2.3568214252591133
196,16.0,196.0,1.354808246716857,2.353947624564171
197,16.0,197.0,1.3603560226038098,2.3345548138022423
198,16.0,198.0,1.36644899379462,2.3355251997709274
199,16.0,199.0,1.3565133148804307,2.3443857431411743
200,16.0,200.0,1.3561211107298732,2.3371035009622574
