,hidden_dimension,epoch,train_loss,valid_loss
0,8.0,0.0,0.04728646603013788,0.03989442605525255
1,8.0,1.0,0.036266327436481206,0.035894140414893624
2,8.0,2.0,0.03134553178156517,0.03344555832445621
3,8.0,3.0,0.028679903064455305,0.031059063877910374
4,8.0,4.0,0.025682524663909356,0.028892106283456086
5,8.0,5.0,0.02449743462992566,0.028465159237384796
6,8.0,6.0,0.023879219872915015,0.02812809171155095
7,8.0,7.0,0.02303292402731521,0.027854148112237454
8,8.0,8.0,0.022568304110698555,0.027673980314284564
9,8.0,9.0,0.022144256919926525,0.027645484637469055
10,8.0,10.0,0.021838215426826964,0.02784457914531231
11,8.0,11.0,0.021592821013562535,0.027708642091602086
12,8.0,12.0,0.021468810166935533,0.027812301367521285
13,8.0,13.0,0.021369209798166946,0.028364312183111907
14,8.0,14.0,0.021197104997628807,0.027940813824534415
15,8.0,15.0,0.021045941308292807,0.028255804907530546
16,8.0,16.0,0.020954602835129718,0.027894216030836104
17,8.0,17.0,0.020768428126312032,0.028469731751829385
18,8.0,18.0,0.02072735377872477,0.028145966306328773
19,8.0,19.0,0.02059674869310491,0.02826235964894295
20,8.0,20.0,0.020406760332383672,0.028228034358471633
21,8.0,21.0,0.020331443211405863,0.028207280207425356
22,8.0,22.0,0.020187975648714572,0.028615224454551936
23,8.0,23.0,0.020106450996684785,0.02844460280612111
24,8.0,24.0,0.02000844630659843,0.028625894244760273
25,8.0,25.0,0.01990521657375657,0.028729130700230598
26,8.0,26.0,0.01993801243299124,0.028649518545717
27,8.0,27.0,0.019696462139183163,0.028632116876542567
28,8.0,28.0,0.019601747469634424,0.028688570577651264
29,8.0,29.0,0.019459030609958027,0.02888959590345621
30,8.0,30.0,0.019361594919951593,0.02881307927891612
31,8.0,31.0,0.019231335374013503,0.029252979997545482
32,8.0,32.0,0.019278336202307622,0.029065379593521356
33,8.0,33.0,0.01926273194958969,0.02915741177275777
34,8.0,34.0,0.019058557854471157,0.029050665721297265
35,8.0,35.0,0.01887859696788447,0.02921005291864276
36,8.0,36.0,0.01888422709794677,0.02933396361768246
37,8.0,37.0,0.018673020110902737,0.02954478980973363
38,8.0,38.0,0.01848475042046333,0.029347532149404287
39,8.0,39.0,0.018534137297193616,0.029344861675053836
40,8.0,40.0,0.018530192575892623,0.029598930291831492
41,8.0,41.0,0.01835839615716618,0.02949324920773506
42,8.0,42.0,0.018182138285162498,0.029867114685475826
43,8.0,43.0,0.018152726110907232,0.029795171692967415
44,8.0,44.0,0.018037268986963496,0.02996094161644578
45,8.0,45.0,0.018058748991817843,0.029604138620197774
46,8.0,46.0,0.01785679266084822,0.0297883715480566
47,8.0,47.0,0.01779383559692271,0.029658384341746568
48,8.0,48.0,0.01765986186053072,0.029917898774147033
49,8.0,49.0,0.01758501201639978,0.029898802191019057
50,8.0,50.0,0.017459415811665203,0.03027224838733673
